WKT,gid,addr:housename,addr:housenumber,aeroway,amenity,brand,building,disused,layer,name,operator,ref,tourism
"POINT (-58.4045632 -34.7587592998382)","4071022009",,,,hospital,,,,,Clinica Privada Boedo,Privado,,
"POINT (-58.4045096 -34.7631490998391)","7527135718",,,,hospital,,,,,Instituto Medico Sarmiento,Privado,,
"POINT (-58.4013626 -34.7537761998372)","4071019982",,,,hospital,,,,,Asociacion Medica De Lomas De Zamora S.a Policlinico Lomas,Privado,,
"POINT (-58.3954293 -34.7544919998374)","3140191833",,,,hospital,,,,,Sanatorio Privado Del Nińo,Privado,,
"POINT (-58.580083 -34.7540357998373)","4753755936",,,,hospital,,,,,Hospital Materno Infantil Dra Teresa Germani,Provincia de Buenos Aires,,
"POINT (-58.5866464 -34.7492390998363)","7504605695",,,,hospital,,,,,Sanatorio Clinica Modelo Laferrere Sa,Privado,,
"POINT (-58.6448995 -34.7708661998408)","4345291213",,,,hospital,,,,,Sanatorio San Mauricio,Privado,,
"POINT (-58.6457223 -34.7680810998402)","7504306718",,,,hospital,,,,,Sanatorio Clinica Privada Catan,Privado,,
"POINT (-58.8396855 -34.7823533998431)","4379986460",,"2100",,hospital,,,,,VIDA,SRL,,
"POINT (-58.8373091 -34.781831399843)","4379980108",,,,hospital,,,,,Emergencia Marcos Paz,srl,,
"POINT (-58.5818347 -34.6908805998243)","7505585342",,,,hospital,,,,,Centro De Traumatologia Y Ortopedia,Privado,,
"POINT (-58.617231 -34.6508660998161)","4331302210",,,,hospital,,,,,Clínica Modelo de Moron,,,
"POINT (-58.6181245 -34.645447899815)","3054199347",,"1072",,hospital,,,,,Clinica Privada Constituyentes,Privado,,
"POINT (-58.6963989 -34.6684121998197)","6871225402",,,,hospital,,,,,"Hospital Materno Infantil""Pedro Chutro""",,,
"POINT (-58.7047631 -34.5416698997941)","7504933994",,"1264",,hospital,,,,,Consultorios Oftalmologicos Serrano,Privado,,
"POINT (-58.7911329 -34.4517104997761)","3274972361",,"6801",,hospital,,,,,Camara Hiperbarica,Oxisalud,,
"POINT (-58.7907381 -34.4516473997761)","1732936044",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-58.6390436 -34.4630253997784)","9927674417",,,,hospital,,,,,Hospital Odontológico de Tigre,,,
"POINT (-58.5466622 -34.4943012997846)","1701286722",,"3028",,hospital,,,,,Instituto Cardiovascular Lezica,,,
"POINT (-58.3905281 -34.6032701998065)","4299256807",,,,hospital,,,,,Sanatorio Ramón Cereijo OSME,,,
"POINT (-58.3913241 -34.6032531998064)","7501832520",,,,hospital,,,,,Sanatorio Ateneo,Privado,,
"POINT (-58.3936574 -34.6019495998062)","1119491743",,"1863",,hospital,,,,,Sanatorio De La Providencia,Privado,,
"POINT (-58.3876146 -34.5900167998038)","7501972507",,,,hospital,,,,,Sanatorio Quintana,Privado,,
"POINT (-58.5374522 -34.5184361997894)","7501567617",,"3968",,hospital,,,,,Centro De Salud Norte,Privado,,
"POINT (-58.5477955 -34.556245499797)","7541545440",,,,hospital,,,,,Clinica Privada Santa Maria,Privado,,
"POINT (-58.5255459 -34.5497568997957)","7541521082",,,,hospital,,,,,Hospital Zonal General Agudos Manuel Belgrano,Provincial,,
"POINT (-58.5124267 -34.5440456997945)","3595450770",,"4150",,hospital,,,,,Maternidad Santa Rosa,,,
"POINT (-58.5400701 -34.561360799798)","7509121472",,"2759",,hospital,,,,,Clinica Pedro Angel Salas,Privado,,
"POINT (-58.5638961 -34.6029871998064)","7501379339",,"2285",,hospital,,,,,Sanatorio Modelo de Caseros,Privado,,
"POINT (-58.4495777 -34.5693453997996)","7502415211",,"1157",,hospital,,,,,Clinica De Los Virreyes,,,
"POINT (-58.4460249 -34.5615868997981)","2793907102",,"1642",,hospital,,,,,Clínica La Sagrada Familia,,,
"POINT (-58.5608733 -34.6768478998214)","2612970553",,,,hospital,,,,,Policlinico Central San Justo,Municipal,,
"POINT (-58.5606374 -34.6765627998213)","3596593465",,,,hospital,,,,,Vías Respiratorias,,,
"POINT (-58.5584292 -34.6787682998218)","7504494523",,,,hospital,,,,,Sanatorio Clinica Indarte,Privado,,
"POINT (-58.5143463 -34.6658156998191)","7501567487",,,,hospital,,,,,Clinica Privada Ferreyra Araya,privado,,
"POINT (-58.503861 -34.699351999826)","1402832207",,"20",,hospital,,,,,Clinica Los Cedros,private,,
"POINT (-58.3852746 -34.7256655998314)","4220576880",,"3050",,hospital,,,,,Hospital Local General Agudos Doctor Arturo Melo,Provincial,,
"POINT (-58.3935895 -34.7159830998294)","6011861911",,"5313",,hospital,,,,,Policonsultorio UTA,Unión Tranviarios Automotor,,
"POINT (-58.3865806 -34.7085229998279)","7504974607",,"1859",,hospital,,,,,Centro De Diagnostico Lanus,Privado,,
"POINT (-58.3936872 -34.7046300998271)","7503531125",,,,hospital,,,,,Clínica Privada Cruz Blanca Del Sur,Privado,,
"POINT (-58.4111241 -34.6720900998204)","7504721017",,,,hospital,,,,,Sanatorio Privado Sociedad Espańola De Socorros Mutuos Y Beneficencia De Valentin Alsina,Privado,,
"POINT (-58.3567975 -34.6657552998191)","5268196868",,,,hospital,,,,,Clinica Privada 24 De Septiembre,Privado,,
"POINT (-58.2737912 -34.71884199983)","3801713376",,"282",,hospital,,,,,Sanatorio Modelo Quilmes,Privado,,
"POINT (-58.2463631 -34.7202964998303)","3168785688",,,,hospital,,,,,Hospital Zonal General Agudos Doctor Isidoro Iriarte,Provincial,,
"POINT (-58.2831667 -34.708798199828)","4838734721",,"572",,hospital,,,,,Sanatorio Bernal,Privado,,
"POINT (-57.8874678 -34.9539778998791)","3452582591",,,,hospital,,,,,Centro de Salud N° 19,,,
"POINT (-57.9043543 -34.8597179998593)","7501902749",,,,hospital,,,,,Clinica Instituto Medico De La Ribera,Privado,,
"POINT (-57.9032882 -34.8618693998597)","7501910084",,,,hospital,,,,,Instituto Medico Privado Alberti,Privado,,
"POINT (-57.9059261 -34.8581751998589)","7501881629",,,,hospital,,,,,Clinica De La Comunidad,Privado,,
"POINT (-58.2584066 -34.8098066998488)","5341747551",,"50",,hospital,,,,,Clínica Privada Luján,Privado,,
"POINT (-58.2555831 -34.9324684998746)","7502426193",,,,hospital,,,,,CAPS 42 - Unidad Carcelaria 42,Servicio Penitenciario Provincial,,
"POINT (-58.1241331 -34.8860306998648)","4486279453",,,,hospital,,,,,Sala de primeros auxilios n.° 11,,,
"POINT (-57.7479029 -35.0801262999061)","2198026753",,,,hospital,,,,,Sala de primeros auxilios,,,
"POINT (-57.5348995 -35.0254389998943)","5137617902",,,,hospital,,,,,Unidad Sanitaria Atalaya,,,
"POINT (-58.4855754 -34.192400199726)","1619045248",,,,hospital,,,,,Hospital Doctor Ramon Carrillo,Municipalidad,,
"POINT (-58.7092361 -34.2462867997363)","7504315498",,,,hospital,,,,,Hospital General De Agudos Oscar Do Porto,Municipal,,
"POINT (-58.5328597 -33.0102339995295)","1400136832",,,,hospital,,,,,Hospital Centenario,,,
"POINT (-58.7867896 -32.1735662994271)","5319349603",,"434",,hospital,,,,,Hospital Rvdo. Padre Enrique Becher,,,
"POINT (-59.5973464 -31.4524256993658)","5282935619",,,,hospital,,,,,Hospital Ecuador,,,
"POINT (-59.8363298 -31.51313729937)","9273353842",,"560",,hospital,,,,,Hospital Doctor Brage Villar,,,
"POINT (-59.907549 -31.663070599381)","9783385753",,"480",,hospital,,,,,Clinica Sanatorio María Grande,,,
"POINT (-59.902258 -31.6663384993813)","9783385752",,"261",,hospital,,,,,Clinica Sanatorio 24 De Noviembre,,,
"POINT (-60.0085691 -31.8718386993983)","5285063854",,"104",,hospital,,,,,Clínica San Miguel,,,
"POINT (-59.8695344 -32.8506215995075)","4707436455",,,,hospital,,,,,Centro de Salud Sidney Rees,min salud Entre Rios,,
"POINT (-59.9074402 -32.7808219994982)","4707401354",,,,hospital,,,,,Centro de Salud Alexander Flemming,min salud Entre Ríos,,
"POINT (-60.0113927 -32.6883552994863)","4707411521",,,,hospital,,,,,Centro de Salud Laguna del Pescado,min salud Entre Rios,,
"POINT (-59.5286084 -32.394561599451)","4093511194",,,,hospital,,,,,Santa Rosa,,,
"POINT (-59.7958482 -32.4023698994519)","4708921557",,,,hospital,,,,,Hospital San Blas,min salud de Entre Rios,,
"POINT (-60.0380082 -32.5303782994668)","4707422291",,,,hospital,,,,,Centro de Salud Elena de Zabisky,min salud Entre Rios,,
"POINT (-60.6320546 -32.956259799522)","3736117375",,,,hospital,,,,,,,,
"POINT (-60.7291818 -32.7942824995)","6842454238",,,,hospital,,,,,Hospital Juan B. Cairo,,,
"POINT (-60.9056218 -32.7847499994987)","10002011206",,"441",,hospital,,,,,Samco Luis Palacios,,,
"POINT (-60.6556471 -32.9517379995213)","4527038030",,"1458",,hospital,,,,,Sanatorio Mapaci,,,
"POINT (-64.1929116 -31.4094029993629)","7501125025",,"770",,hospital,,,,,Clinica Sucre S.r.l.,Privado,,
"POINT (-64.1850765 -31.3922859993618)","7044862313",,"749",,hospital,,,,,Sanatorio Francés,Privado,,
"POINT (-64.1818343 -31.425996499364)","7490282929",,"423",,hospital,,,,,Instituto Zunino,,,
"POINT (-64.1873361 -31.4246193993639)","791743847",,"384",,hospital,,,,,Sanatorio Allende,Privado,,
"POINT (-64.1281558 -31.4375834993648)","4756266436",,,,hospital,,,,,Centro Médico Empalme,,,
"POINT (-64.164244 -31.4398011993649)","4219904290",,,,hospital,,,,,Dipensario n° 11,,,
"POINT (-64.1625885 -31.3885880993616)","3279085250",,"1360",,hospital,,,,,Centro Odontológico,,,
"POINT (-64.1206875 -31.3573474993596)","3816393434",,,,hospital,,,,,DISPENSARIO ZONAL,,,
"POINT (-64.1675277 -31.3549455993594)","3484563744",,"4588",,hospital,,,,,Dispensario Parque Liceo,Municipalidad de Córdoba,,
"POINT (-63.7977796 -31.7818686993906)","2395321276",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-64.0959522 -32.1794684994277)","2504505484",,,,hospital,,,,,Sala Asistencial Bº Sarmiento,,,
"POINT (-64.0949327 -32.1702747994268)","2501280220",,,,hospital,,,,,Sala Asistencial Bº Panamericano,,,
"POINT (-64.1006873 -32.1644782994262)","2504505483",,,,hospital,,,,,Sala Asistencial Bº Magnasco,,,
"POINT (-64.1062896 -32.1668525994264)","2507677596",,,,hospital,,,,,Sala Asistencial Bº Norte,,,
"POINT (-64.103103 -32.1806715994279)","5189505854",,"132",,hospital,,,,,Proyecto Sala Asistencial,,,
"POINT (-64.1551975 -32.1678501994265)","2507677599",,,,hospital,,,,,Sala Asistencial Bº Pque. Monte Grande,,,
"POINT (-63.6508967 -32.2501581994351)","9099272888",,,,hospital,,,,,Farmacia Cánovas,,,
"POINT (-63.706082 -32.6994980994877)","3086931906",,"520",,hospital,,,,,Hospital Municipal Doctor Alfredo Garimaldi,,,
"POINT (-63.7081706 -32.6922012994868)","3680186063",,,,hospital,,,,,C.I.C,,,
"POINT (-64.3948906 -32.4461776994569)","7508650348",,"389",,hospital,,,,,Hospital Municipal Doctor René Favaloro,Municipal,,
"POINT (-64.4846818 -32.3036510994409)","4218354046",,,,hospital,,,,,Hospital Zonal,,,
"POINT (-63.0314959 -32.8126542995024)","4098648856",,,,hospital,,,,,"Dispensario""Eva Perón""",,,
"POINT (-63.0455498 -33.1274285995464)","5184848452",,,,hospital,,,,,Hospital Pascanas,,,
"POINT (-63.2546851 -32.3941994994509)","9289078142",,,,hospital,,,,,Dispensario,,,
"POINT (-63.1920664 -32.464104999459)","9064702878",,,,hospital,,,,,C.A.M - Centro de Adopcion Municipal- Municipalidad de Villa Maria,,,
"POINT (-63.2495857 -32.4326347994553)","1510893597",,,,hospital,,,,,,,,
"POINT (-63.541936 -31.5629723993735)","4231942689",,,,hospital,,,,,,,,
"POINT (-63.5377784 -31.5540201993729)","4093471782",,"870",,hospital,,,,,Clínica,San Martín,,
"POINT (-63.5358982 -31.5569343993731)","4093465793",,"635",,hospital,,,,,Clínica,Privada Regional,,
"POINT (-63.5350471 -31.5590781993732)","4093457081",,"493",,hospital,,,,,Clínica,Privada Regional,,
"POINT (-63.5267698 -31.5629131993735)","4093434893",,"150",,hospital,,,,,Salita Luz de Vida,,,
"POINT (-63.5269951 -31.5518465993727)","4093437520",,"1290",,hospital,,,,,Alma Atta,,,
"POINT (-62.8126179 -31.3204371993573)","4425326089",,,,hospital,,,,,,,,
"POINT (-62.4815201 -31.701120299384)","4226143321",,,,hospital,,,,,Dispensario Municipal,,,
"POINT (-61.9034867 -32.2602942994362)","3940887827",,"557",,hospital,,,,,S.A.M.C.O. María Susana,,,
"POINT (-61.5610741 -31.6989638993839)","5199070343",,"565",,hospital,,,,,SAMCo San Vicente,Provincia de Santa Fe,,
"POINT (-61.568258 -31.8540637993968)","5199096830",,"1269",,hospital,,,,,SAMCo San Martín de las Escobas,,,
"POINT (-61.5962208 -32.0496335994148)","3994572788",,"150",,hospital,,,,,SAMCo Cañada Rosquín,,,
"POINT (-61.3608052 -32.3733557994486)","5051322181",,,,hospital,,,,,Hospital Jaime Jarupkin,,,
"POINT (-61.4086592 -32.29591809944)","4096460647",,"1124",,hospital,,,,,samco,Rosana Mancini,,
"POINT (-61.4101913 -32.2996621994404)","4096460645",,"1421",,hospital,,,,,Clínica Regional Privada,Rosana Mancini,,
"POINT (-61.291504 -32.4607748994586)","1894530589",,,,hospital,,,,,Samco,,,
"POINT (-62.3078281 -32.3654585994477)","3815394150",,,,hospital,,,,,Centro de Salud Malvinas Argentinas,,,
"POINT (-62.2287416 -32.9413431995199)","4363687988",,,,hospital,,,,,,,,
"POINT (-61.6039232 -32.7878309994991)","1620116590",,,,hospital,,,,,S.A.M.Co.,,,
"POINT (-61.5474749 -32.9604678995225)","4127139229",,,,hospital,,,,,S.A.M.Co.,,,
"POINT (-61.4930082 -33.4613375995978)","1892996234",,,,hospital,,,,,Clinica 25 de Sptiembre,,,
"POINT (-61.4449417 -33.3492300995801)","1893138233",,,,hospital,,,,,Samco,,,
"POINT (-61.7143681 -33.3791302995847)","7931458356",,"675",,hospital,,,,,Samco Los Quirquinchos,,,
"POINT (-61.611802 -34.0022685996908)","1977405993",,,,hospital,,,,,S.A.M.Co. - Servicio de Asistencia Médica a la Comunidad,,,
"POINT (-61.6866285 -33.88711179967)","3743633073",,"1349",,hospital,,,,,Hospital Miguel Rueda,Provincia de Santa Fe,,
"POINT (-61.6946791 -33.8898924996705)","3743642268",,,,hospital,,,,,Sanatorio Santa Isabel,,,
"POINT (-62.0917285 -33.8729763996675)","4209007025",,,,hospital,,,,,Salita de Emergencias SAMCO,,,
"POINT (-61.9160648 -34.0165930996934)","2653233684",,,,hospital,,,,,,,,
"POINT (-62.0254378 -34.1849089997246)","4171738092",,,,hospital,,,,,Centro de Salud (Samco),,,
"POINT (-62.1939889 -33.2835127995699)","3744177802",,,,hospital,,,,,Hospital Regional Pedro Vella,,,
"POINT (-63.0949474 -33.749691199646)","4365682188",,,,hospital,,,,,,,,
"POINT (-62.9601869 -34.4160661997692)","5752798123",,,,hospital,,,,,,,,
"POINT (-63.44634 -34.3505728997564)","4147727398",,,,hospital,,,,,,,,
"POINT (-63.5126759 -34.7257740998314)","2986706643",,,,hospital,,,,,Hospital Municpal Dr. Enrique Alincastro,,,
"POINT (-63.3746937 -34.6764236998213)","5777477248",,,,hospital,,,,,Centro de Salud,,,
"POINT (-62.4663105 -34.8449442998562)","4219894190",,"281",,hospital,,,,,Hospital Florentino Ameghino,,,
"POINT (-62.235803 -35.1442789999199)","6008856673",,,,hospital,,,,,Unidad Sanitaria,,,
"POINT (-61.965646 -35.1431101999197)","4473384489",,,,hospital,,,,,Hospital Roberts,,,
"POINT (-61.5461442 -34.8669968998608)","2145360203",,,,hospital,,,,,Hospital de Lincoln Dr. Rubén O. Miravalle,,,
"POINT (-61.7732479 -34.9869271998861)","5706923685",,,,hospital,,,,,Pedro Lacau,,,
"POINT (-60.4827923 -35.1182031999143)","2784685755",,,,hospital,,,,,Sanatorio Bragado,,,
"POINT (-60.0845479 -35.1672525999249)","1104917334",,,,hospital,,,,,Hospital de Gobernador Ugarte,,,
"POINT (-60.9398273 -34.586309199803)","3732467313",,,,hospital,,,,,Sala sanitaria El Picaflor,,,
"POINT (-60.9403313 -34.5858022998029)","3331355820",,,,hospital,,,,,Hospital San José,,,
"POINT (-61.1043441 -34.2315245997335)","5729094452",,"52",,hospital,,,,,Unidad Sanitaria,,,
"POINT (-61.1171817 -33.5408299996108)","4103742403",,"1078",,hospital,,,,,SAMCO,LSales,,
"POINT (-60.1060494 -34.068885599703)","3995791232",,,,hospital,,,,,Hospital Santa Francisca Romana,Público,,
"POINT (-59.7997365 -34.1792253997236)","4213290589",,"450",,hospital,,,,,"Hospital Municipal ""San Carlos""",Stella maris kuda,,
"POINT (-59.0230019 -34.0944174997077)","4404431991",,"585",,hospital,,,,,Clinica Privada Del Carmen,Privado,,
"POINT (-59.0180423 -34.1004042997088)","4405185597",,"523",,hospital,,,,,Clinica Santa Clara,Privado,,
"POINT (-59.1039735 -34.2877546997442)","2499968550",,"966",,hospital,,,,,Hospital Municipal San José,Municipalidad de Exaltación de la Cruz,,
"POINT (-58.9535723 -34.6051561998068)","3248046272",,"352",,hospital,,,,,Clinica Privada Centro,,,
"POINT (-59.094358 -35.1820502999281)","2009322595",,,,hospital,,,,,Sanatorio Lobos,,,
"POINT (-58.4174918 -35.0310901998956)","5182474324",,"901",,hospital,,,,,Clinica Privada San Vicente,Privado,,
"POINT (-58.3135723 -34.7784074998423)","2998894290",,"2469",,hospital,,,,,Clínica Privada Instituto Medico Modelo,Privado,,
"POINT (-58.3032911 -34.752873999837)","7511976634",,,,hospital,,,,,Clinica Privada General Belgrano,Privado,,
"POINT (-58.3919281 -34.7456839998355)","7526709755",,,,hospital,,,,,Sanatorio Modelo Banfield,Privado,,
"POINT (-58.3577502 -34.7942939998456)","7502152761",,,,hospital,,,,,Clínica Privada Rivadavia,Privado,,
"POINT (-58.3877351 -34.7753576998417)","7524857590",,"925",,hospital,,,,,Sanatorio Temperley,Privado,,
"POINT (-58.3878636 -34.7752671998417)","7524863594",,"695",,hospital,,,,,Sanatorio Bernardino Rivadavia,Privado,,
"POINT (-58.4253238 -34.7458992998356)","10141236630",,,,hospital,,,,,Hospital Oftalmológico Dr. Roberto Oscar Vicario,Municipalidad de Lomas de Zamora,,
"POINT (-58.4250797 -34.7457273998356)","10141236629",,,,hospital,,,,,Hospital Odontológico Dr. Enrique Febbraro,Municipalidad de Lomas de Zamora,,
"POINT (-58.4418226 -34.8023378998473)","3704595238",,,,hospital,,,,,Centro Municipal de Rehabilitación,,,
"POINT (-58.4662799 -34.8033579998475)","2539558971",,"687",,hospital,,,,,Sanatorio Modelo Estrella,Privado,,
"POINT (-58.4661026 -34.8143898998498)","2541239961",,"158",,hospital,,,,,Clínica Monte Grande,Privado,,
"POINT (-58.4501919 -34.8112113998491)","7502493404",,"1255",,hospital,,,,,Medicina Integral,Privado,,
"POINT (-58.501689 -34.8398709998551)","3225839456",,,,hospital,,,,,Unidad Sanitaria N* 20,,,
"POINT (-58.4692 -34.8176686998505)","3688683007",,"275",,hospital,,,,,C.E.M.,Privado,,
"POINT (-58.6364373 -34.8463985998565)","4475759552",,,,hospital,,,,,sala de primeros auxilios Mi Esperanza,,,
"POINT (-58.6364281 -34.8464278998565)","4475746997",,,,hospital,,,,,Sala de Primeros Auxilios Mi Esperanza,,,
"POINT (-58.8345766 -34.7845053998436)","6358991351",,,,hospital,,,,,Hospital Municipal Doctor Hector J. D Agnillo,Municipal,,
"POINT (-58.593222 -34.713942099829)","5526863023",,"3637",,hospital,,,,,Sanatorio Privado Figueroa Paredes Sa,Privado,,
"POINT (-58.5884649 -34.7029680998268)","7504584662",,"2722",,hospital,,,,,Clinica Privada Isidro Casanova,Privado,,
"POINT (-58.5852692 -34.6656887998191)","3151917332",,,,hospital,,,,,Clinica Cruz Celeste,Privado,,
"POINT (-58.660394 -34.6544778998169)","7504721248",,"319",,hospital,,,,,Sanatorio Del Oeste - (ex Imc Sanatorio Ituzaingo),Privado,,
"POINT (-58.7010175 -34.6413313998142)","4415799389",,,,hospital,,,,,Sala de primeros auxilios Cosme Argerich,,,
"POINT (-58.6927364 -34.5578559997973)","2883926621",,,,hospital,,,,,Buen Ayre,,,
"POINT (-58.7124152 -34.5408626997939)","4241901589",,"1668",,hospital,,,,,Clínica Bessone,Privado,,
"POINT (-58.8395946 -34.4937923997845)","5498668021",,"239",,hospital,,,,,Hospital materno infantil Meisner,,,
"POINT (-58.8397867 -34.4939009997845)","5498906321",,,,hospital,,,,,Asistencia médica Pediátrica,,,
"POINT (-58.5295107 -34.4600238997778)","6448311385",,"48",,hospital,,,,,Nueva Clinica Privada Beccar,Privado,,
"POINT (-58.400946 -34.5984716998055)","3091631566",,"870",,hospital,,,,,Sanatorio Otamendi y Miroli,,,
"POINT (-58.3981417 -34.5975670998053)","10170407717",,,,hospital,,,,,Hospital Odontológico Universitario,,,
"POINT (-58.4003014 -34.5892186998036)","1295516956",,"1872",,hospital,,,,,Sanatorio Anchorena,Privado,,
"POINT (-58.4910849 -34.5133529997884)","3784156257",,"2478",,hospital,,,,,"Hospital Zonal de Odontología y Ortodoncia ""Dr. Juan U. Carrea""",Provincial,,
"POINT (-58.5079989 -34.52150139979)","7501527148",,"2585",,hospital,,,,,Hospital Privado Para La Comunidad,Privado,,
"POINT (-58.507804 -34.5220659997901)","909830274",,"3145",,hospital,,,,,Policlinica Asmel,,,
"POINT (-58.5420066 -34.5199941997897)","2351737713",,"5849",,hospital,,,,,Fundacion Creciendo con los Angeles,,,
"POINT (-58.5655269 -34.5758798998009)","7541393698",,,,hospital,,,,,Sanatorio Modelo La Torre San Martin,Privado,,
"POINT (-58.5521754 -34.6032237998064)","6489791431",,,,hospital,,,,,,,,
"POINT (-58.4706641 -34.6253282998109)","7502059228",,"550",,hospital,,,,,Iteba - Instituto De Terapias Especializadas De Buenos Aires,Privado,,
"POINT (-58.5377271 -34.694263599825)","7504260212",,,,hospital,,,,,Clinica Cyrene,Privado,,
"POINT (-58.5352057 -34.6888949998239)","7504578283",,"1758",,hospital,,,,,Hospital Vecinal De La Tablada,Privado,,
"POINT (-58.3825734 -34.7038031998269)","7504623425",,,,hospital,,,,,Hospital Zonal General Agudos Narciso López,Provincial,,
"POINT (-58.3462483 -34.6536967998167)","7524723785",,,,hospital,,,,,Clinica Privada Emmanuelle,Privado,,
"POINT (-58.3362061 -34.7000291998262)","4892209012",,"4947",,hospital,,,,,Cruz Roja,,,
"POINT (-58.3405838 -34.7239422998311)","3734448528",,,,hospital,,,,,centro local,,,
"POINT (-58.2992554 -34.7290776998321)","7509055949",,,,hospital,,,,,Clínica Calchaquí,Privado,,
"POINT (-58.2659738 -34.7258025998315)","4230567127",,,,hospital,,,,,Sanatorio De La Trinidad Quilmes,Privado,,
"POINT (-58.2581734 -34.71892039983)","3252964762",,,,hospital,,,,,Clínica Privada Santa Lucía,Privado,,
"POINT (-58.2615898 -34.7202061998303)","7512728429",,,,hospital,,,,,Policlínica Felipe Vallese,Obra social,,
"POINT (-57.8832413 -34.8717185998618)","7502464291",,"4295",,hospital,,,,,Instituto Medico Argentino De Berisso SA,Privado,,
"POINT (-57.9368769 -34.9239388998728)","3817121715",,"591",,hospital,,,,,Hospital Reencuentro,,,
"POINT (-57.9593398 -34.9096523998698)","3328375548",,"483",,hospital,,,,,"Hospital Subzonal Especializado ""Elina De La Serna De Montes De Oca""",,,
"POINT (-58.2162703 -34.7656207998397)","3276959939",,"4121",,hospital,,,,,Nuevo Sanatorio Berazategui,Privado,,
"POINT (-58.2270161 -34.7709933998408)","3746142153",,"3144",,hospital,,,,,Unidad Sanitaria Nº1 - Dr. Javier Sábatto,Público,,
"POINT (-58.2598721 -34.7839630998435)","2699884679",,"70",,hospital,,,,,Servicio de Diálisis Santa Ana S.A.,,,
"POINT (-58.2254681 -35.1808101999279)","3667897299",,,,hospital,,,,,Hospital Municipal Francisco Caram,Municipalidad de Brandsen,,
"POINT (-58.2340086 -35.1683510999251)","10863909093",,,,hospital,,,,,Sanatorio Privado Brandsen,,,
"POINT (-59.4453194 -31.3453793993588)","5678460059",,,,hospital,,,,,Hospital San Miguel,,,
"POINT (-59.3926089 -32.7156985994898)","9166088935",,"304",,hospital,,,,,Servicio De Rehabilitacion Centro De Neurologia Y Recuperacion Psicofisica Cener,,,
"POINT (-59.3928301 -32.7265383994912)","6184963631",,"81",,hospital,,,,,Hospital Perú,,,
"POINT (-59.0040695 -33.0306447995324)","2900151222",,,,hospital,,,,,Hospital San Isidro Labrador,,,
"POINT (-59.002798 -33.041830499534)","2900151224",,,,hospital,,,,,Sala de primeros auxilios,,,
"POINT (-59.3089575 -33.1318281995471)","870946457",,,,hospital,,,,,Hospital San Antonio,,,
"POINT (-59.3128433 -33.144549999549)","2815617867",,"152",,hospital,,,,,Las Catenarias Salud,,,
"POINT (-59.3122883 -33.1454839995491)","2353864054",,,,hospital,,,,,C.E.M.,,,
"POINT (-59.3099419 -33.1510866995499)","2353864067",,,,hospital,,,,,Sur Centro Médico,,,
"POINT (-60.6546688 -32.9442243995203)","4030806362",,,,hospital,,,,,Sanatorio de Niños,,,
"POINT (-60.6537455 -32.9442626995203)","4030806363",,"860",,hospital,,,,,Sanatorio Parque,,,
"POINT (-60.6502444 -32.9649425995232)","7502045594",,"2450",,hospital,,,,,Sanatorio del Litoral,,,
"POINT (-60.836204 -33.2424807995636)","7502611500",,"591",,hospital,,,,,Clínica Acebal,,,
"POINT (-61.1735674 -33.0443004995344)","1877489983",,,,hospital,,,,,Sanatorio Uom,,,
"POINT (-61.1788387 -33.0471273995348)","4846550921",,,,hospital,,,,,Asociación Vecinal Nueva Roma,,,
"POINT (-61.1568916 -32.8494328995073)","3647758221",,,,hospital,,,,,,,,
"POINT (-61.0902744 -32.662161299483)","4721170972",,,,hospital,,,,,HOSPITAL,,,
"POINT (-60.8878728 -32.4625976994588)","7413026887",,"84",,hospital,,,,,Hospital Federico Meroi,Provincia de Santa Fe,,
"POINT (-60.318998 -32.031142099413)","2622213427",,"1650",,hospital,,,,,Hospital San Francisco de Asis,Salud segura,,
"POINT (-60.318998 -32.031142099413)","4469404062",,"123",,hospital,,,,,Hospital San Francisco de Asis,,,
"POINT (-60.3128812 -32.031228299413)","2622685465",,"1325",,hospital,,,,,Centro Médico Crespo,,,
"POINT (-60.306688 -32.0321150994131)","2622684457",,"1053",,hospital,,,,,Clinica Parque Crespo,,,
"POINT (-60.1243071 -31.9548609994058)","7799617508",,"444",,hospital,,,,,Hospital Doctor Joseph Lister,,,
"POINT (-60.4121706 -31.8849431993995)","7118059382",,,,hospital,,,,,,,,
"POINT (-60.4102877 -31.9826504994084)","7118059346",,,,hospital,,,,,,,,
"POINT (-60.5666401 -31.7071214993845)","4376575236",,"3701",,hospital,,,,,Hospital Gerardo Domagk,,,
"POINT (-60.5716965 -31.6053032993767)","6591749486",,"1758",,hospital,,,,,"Centro de Acción Familiar N° 10 ""Azahares""",Gobierno de la Provincia de Santa Fe,,
"POINT (-60.5719057 -31.6054266993766)","6591736020",,,,hospital,,,,,SAMCO,Gobierno de la Provincia de Santa Fe,,
"POINT (-60.4124851 -31.7637936993891)","5585193271",,,,hospital,,,,,"Centro de Salud ""Nestor Kirchner""",,,
"POINT (-60.4106397 -31.7647970993892)","5475774065",,,,hospital,,,,,Centro Médico Del Este,,,
"POINT (-60.0701004 -31.5804510993748)","2611448518",,"414",,hospital,,,,,Hospital José Maria Miranda,,,
"POINT (-60.7361831 -31.4916937993685)","4886712948",,,,hospital,,,,,Samco Recreo,,,
"POINT (-60.7777214 -31.6788086993823)","997446236",,"3550",,hospital,,,,,Samco Santo Tomé,,,
